year,SEX,Diagnosis_Code,count
2019,FEMALE,E669,27
2019,FEMALE,E780,154
2019,FEMALE,E782,6
2019,FEMALE,E784,9
2019,FEMALE,E785,127
2019,FEMALE,I10X,21
2019,FEMALE,I120,14
2019,FEMALE,I129,10
2019,FEMALE,I152,3
2019,FEMALE,I158,2
2019,FEMALE,I159,14
2019,FEMALE,N159,2
2019,FEMALE,N179,8
2019,FEMALE,N180,1
2019,FEMALE,N188,6
2019,FEMALE,O102,1
2019,MALE,E100,2
2019,MALE,E101,3
2019,MALE,E102,3
2019,MALE,E103,9
2019,MALE,E104,15
2019,MALE,E105,7
2019,MALE,E107,27
2019,MALE,E110,5
2019,MALE,E111,3
2019,MALE,E112,15
2019,MALE,E113,5
2019,MALE,E114,8
2019,MALE,E116,63
2019,MALE,E117,9
2019,MALE,E118,17
2019,MALE,E120,2
2019,MALE,E122,7
2019,MALE,E123,3
2019,MALE,E124,1
2019,MALE,E125,2
2019,MALE,E126,2
2019,MALE,E127,10
2019,MALE,E128,2
2019,MALE,E129,11
2019,MALE,E132,1
2019,MALE,E134,1
2019,MALE,E135,1
2019,MALE,E136,9
2019,MALE,E137,2
2019,MALE,E138,3
2019,MALE,E141,4
2019,MALE,E142,5
2019,MALE,E143,4
2019,MALE,E144,2
2019,MALE,E145,3
2019,MALE,E146,19
2019,MALE,E148,6
2019,MALE,E149,16
2019,MALE,E660,95
2019,MALE,E661,2
2019,MALE,E662,2
2019,MALE,E668,2
2019,MALE,E669,19
2019,MALE,E780,124
2019,MALE,E782,3
2019,MALE,E784,6
2019,MALE,E785,130
2019,MALE,I10X,34
2019,MALE,I120,22
2019,MALE,I129,27
2019,MALE,I151,1
2019,MALE,I158,5
2019,MALE,I159,13
2019,MALE,N159,2
2019,MALE,N170,1
2019,MALE,N179,16
2019,MALE,N180,1
2019,MALE,N188,8
2019,MALE,O102,1
2020,FEMALE,E101,1
2020,FEMALE,E102,2
2020,FEMALE,E103,4
2020,FEMALE,E104,5
2020,FEMALE,E105,8
2020,FEMALE,E107,19
2020,FEMALE,E109,2
2020,FEMALE,E110,5
2020,FEMALE,E111,2
2020,FEMALE,E112,12
2020,FEMALE,E113,18
2020,FEMALE,E114,4
2020,FEMALE,E115,1
2020,FEMALE,E116,49
2020,FEMALE,E117,11
2020,FEMALE,E118,21
2020,FEMALE,E119,4
2020,FEMALE,E120,11
2020,FEMALE,E121,2
2020,FEMALE,E122,4
2020,FEMALE,E123,1
2020,FEMALE,E124,4
2020,FEMALE,E125,2
2020,FEMALE,E126,2
2020,FEMALE,E127,9
2020,FEMALE,E128,2
2020,FEMALE,E129,12
2020,FEMALE,E133,1
2020,FEMALE,E135,1
2020,FEMALE,E136,5
2020,FEMALE,E138,5
2020,FEMALE,E139,2
2020,FEMALE,E140,2
2020,FEMALE,E141,2
2020,FEMALE,E142,2
2020,FEMALE,E143,1
2020,FEMALE,E144,2
2020,FEMALE,E145,3
2020,FEMALE,E146,10
2020,FEMALE,E148,9
2020,FEMALE,E149,13
2020,FEMALE,E660,91
2020,FEMALE,E662,8
2020,FEMALE,E668,1
2020,FEMALE,E669,7
2020,FEMALE,E780,92
2020,FEMALE,E782,6
2020,FEMALE,E784,6
2020,FEMALE,E785,67
2020,FEMALE,I10X,43
2020,FEMALE,I120,10
2020,FEMALE,I129,2
2020,FEMALE,I152,1
2020,FEMALE,I158,1
2020,FEMALE,I159,12
2020,FEMALE,N159,1
2020,FEMALE,N179,13
2020,FEMALE,N188,3
2020,FEMALE,O102,4
2020,MALE,E101,2
2020,MALE,E102,6
2020,MALE,E103,4
2020,MALE,E104,4
2020,MALE,E105,8
2020,MALE,E106,2
2020,MALE,E107,19
2020,MALE,E108,1
2020,MALE,E109,2
2020,MALE,E110,2
2020,MALE,E112,14
2020,MALE,E113,7
2020,MALE,E114,8
2020,MALE,E116,31
2020,MALE,E117,8
2020,MALE,E118,21
2020,MALE,E119,2
2020,MALE,E120,6
2020,MALE,E121,1
2020,MALE,E122,5
2020,MALE,E124,7
2020,MALE,E125,2
2020,MALE,E127,5
2020,MALE,E128,1
2020,MALE,E129,8
2020,MALE,E131,2
2020,MALE,E132,3
2020,MALE,E133,1
2020,MALE,E136,2
2020,MALE,E138,3
2020,MALE,E140,1
2020,MALE,E141,2
2020,MALE,E143,1
2020,MALE,E145,2
2020,MALE,E146,24
2020,MALE,E147,3
2020,MALE,E148,15
2020,MALE,E149,18
2020,MALE,E660,71
2020,MALE,E661,1
2020,MALE,E662,1
2020,MALE,E668,2
2020,MALE,E669,5
2020,MALE,E780,110
2020,MALE,E782,7
2020,MALE,E784,6
2020,MALE,E785,83
2020,MALE,I10X,36
2020,MALE,I120,10
2020,MALE,I129,16
2020,MALE,I152,1
2020,MALE,I158,2
2020,MALE,I159,8
2020,MALE,N159,7
2020,MALE,N179,7
2020,MALE,N180,3
2020,MALE,N188,4
2020,MALE,O102,4
2021,FEMALE,E101,2
2021,FEMALE,E102,5
2021,FEMALE,E103,4
2021,FEMALE,E104,9
2021,FEMALE,E105,9
2021,FEMALE,E106,2
2021,FEMALE,E107,21
2021,FEMALE,E108,1
2021,FEMALE,E109,4
2021,FEMALE,E110,6
2021,FEMALE,E111,2
2021,FEMALE,E112,14
2021,FEMALE,E113,3
2021,FEMALE,E114,12
2021,FEMALE,E115,1
2021,FEMALE,E116,36
2021,FEMALE,E117,14
2021,FEMALE,E118,33
2021,FEMALE,E119,14
2021,FEMALE,E122,13
2021,FEMALE,E124,3
2021,FEMALE,E127,5
2021,FEMALE,E128,4
2021,FEMALE,E129,9
2021,FEMALE,E130,1
2021,FEMALE,E131,2
2021,FEMALE,E132,3
2021,FEMALE,E134,1
2021,FEMALE,E136,6
2021,FEMALE,E137,1
2021,FEMALE,E138,6
2021,FEMALE,E140,1
2021,FEMALE,E141,3
2021,FEMALE,E142,10
2021,FEMALE,E143,2
2021,FEMALE,E144,4
2021,FEMALE,E145,1
2021,FEMALE,E146,19
2021,FEMALE,E147,3
2021,FEMALE,E148,9
2021,FEMALE,E149,22
2021,FEMALE,E660,157
2021,FEMALE,E661,1
2021,FEMALE,E662,8
2021,FEMALE,E668,4
2021,FEMALE,E669,17
2021,FEMALE,E780,143
2021,FEMALE,E782,6
2021,FEMALE,E784,4
2021,FEMALE,E785,166
2021,FEMALE,I10X,47
2021,FEMALE,I120,2
2021,FEMALE,I129,9
2021,FEMALE,I151,2
2021,FEMALE,I152,1
2021,FEMALE,I158,7
2021,FEMALE,I159,17
2021,FEMALE,N159,3
2021,FEMALE,N179,9
2021,FEMALE,N180,3
2021,FEMALE,N188,7
2021,MALE,E101,3
2021,MALE,E102,13
2021,MALE,E103,6
2021,MALE,E104,5
2021,MALE,E105,10
2021,MALE,E106,1
2021,MALE,E107,8
2021,MALE,E108,2
2021,MALE,E109,3
2021,MALE,E110,7
2021,MALE,E111,3
2021,MALE,E112,9
2021,MALE,E113,6
2021,MALE,E114,5
2021,MALE,E116,33
2021,MALE,E117,10
2021,MALE,E118,19
2021,MALE,E119,11
2021,MALE,E120,1
2021,MALE,E122,9
2021,MALE,E123,1
2021,MALE,E124,5
2021,MALE,E125,1
2021,MALE,E126,1
2021,MALE,E127,15
2021,MALE,E128,1
2021,MALE,E129,7
2021,MALE,E130,2
2021,MALE,E131,1
2021,MALE,E132,3
2021,MALE,E136,8
2021,MALE,E137,9
2021,MALE,E138,8
2021,MALE,E139,2
2021,MALE,E141,2
2021,MALE,E142,4
2021,MALE,E144,2
2021,MALE,E145,2
2021,MALE,E146,20
2021,MALE,E147,2
2021,MALE,E148,14
2021,MALE,E149,25
2021,MALE,E660,104
2021,MALE,E661,1
2021,MALE,E662,4
2021,MALE,E668,3
2021,MALE,E669,9
2021,MALE,E780,108
2021,MALE,E782,10
2021,MALE,E784,5
2021,MALE,E785,140
2021,MALE,I10X,57
2021,MALE,I120,10
2021,MALE,I129,11
2021,MALE,I151,2
2021,MALE,I158,7
2021,MALE,I159,18
2021,MALE,N159,10
2021,MALE,N179,25
2021,MALE,N180,5
2021,MALE,N188,7
2021,MALE,O102,1
2022,FEMALE,E101,3
2022,FEMALE,E102,7
2022,FEMALE,E103,10
2022,FEMALE,E104,7
2022,FEMALE,E106,3
2022,FEMALE,E107,20
2022,FEMALE,E108,1
2022,FEMALE,E109,3
2022,FEMALE,E110,2
2022,FEMALE,E112,13
2022,FEMALE,E113,5
2022,FEMALE,E114,19
2022,FEMALE,E116,50
2022,FEMALE,E117,10
2022,FEMALE,E118,28
2022,FEMALE,E119,19
2022,FEMALE,E120,1
2022,FEMALE,E122,4
2022,FEMALE,E123,1
2022,FEMALE,E124,3
2022,FEMALE,E126,1
2022,FEMALE,E127,4
2022,FEMALE,E128,5
2022,FEMALE,E129,18
2022,FEMALE,E130,7
2022,FEMALE,E132,12
2022,FEMALE,E133,1
2022,FEMALE,E134,2
2022,FEMALE,E136,5
2022,FEMALE,E138,9
2022,FEMALE,E142,3
2022,FEMALE,E143,1
2022,FEMALE,E144,2
2022,FEMALE,E145,1
2022,FEMALE,E146,14
2022,FEMALE,E147,3
2022,FEMALE,E148,12
2022,FEMALE,E149,25
2022,FEMALE,E660,121
2022,FEMALE,E662,6
2022,FEMALE,E668,1
2022,FEMALE,E669,20
2022,FEMALE,E780,164
2022,FEMALE,E782,2
2022,FEMALE,E784,9
2022,FEMALE,E785,172
2022,FEMALE,I10X,51
2022,FEMALE,I120,29
2022,FEMALE,I129,22
2022,FEMALE,I151,2
2022,FEMALE,I158,5
2022,FEMALE,I159,24
2022,FEMALE,N159,2
2022,FEMALE,N170,1
2022,FEMALE,N179,8
2022,FEMALE,N180,5
2022,FEMALE,N188,7
2022,FEMALE,O102,1
2022,MALE,E101,3
2022,MALE,E102,9
2022,MALE,E103,14
2022,MALE,E104,14
2022,MALE,E105,2
2022,MALE,E107,11
2022,MALE,E108,3
2022,MALE,E109,3
2022,MALE,E110,6
2022,MALE,E112,23
2022,MALE,E113,2
2022,MALE,E114,12
2022,MALE,E116,61
2022,MALE,E117,12
2022,MALE,E118,26
2022,MALE,E119,18
2022,MALE,E121,2
2022,MALE,E122,3
2022,MALE,E123,4
2022,MALE,E124,4
2022,MALE,E125,1
2022,MALE,E126,1
2022,MALE,E127,6
2022,MALE,E128,3
2022,MALE,E129,10
2022,MALE,E130,5
2022,MALE,E131,2
2022,MALE,E132,11
2022,MALE,E133,1
2022,MALE,E134,1
2022,MALE,E136,8
2022,MALE,E138,2
2022,MALE,E142,3
2022,MALE,E144,1
2022,MALE,E145,3
2022,MALE,E146,7
2022,MALE,E147,1
2022,MALE,E148,16
2022,MALE,E149,15
2022,MALE,E660,79
2022,MALE,E661,1
2022,MALE,E662,1
2022,MALE,E668,3
2022,MALE,E669,27
2022,MALE,E780,138
2022,MALE,E782,6
2022,MALE,E784,8
2022,MALE,E785,186
2022,MALE,I10X,55
2022,MALE,I120,43
2022,MALE,I129,39
2022,MALE,I151,1
2022,MALE,I158,6
2022,MALE,I159,11
2022,MALE,N159,2
2022,MALE,N172,1
2022,MALE,N179,20
2022,MALE,N180,8
2022,MALE,N188,6
2022,MALE,O102,1
